"Codice";"Titolo";"Classificazione"
"64.21.0";"Attività delle società di partecipazione (holding)";"Categoria"
"64.21.00";"Attività delle società di partecipazione (holding)";"Sottocategoria"
"64.22";"Attività dei conduit di finanziamento";"Classe"
"64.22.0";"Attività dei conduit di finanziamento";"Categoria"
"64.22.00";"Attività dei conduit di finanziamento";"Sottocategoria"
"64.3";"Attività delle società fiduciarie, dei fondi e altre entità simili";"Gruppo"
"64.31";"Attività dei fondi di investimento del mercato monetario e del mercato non monetario";"Classe"
"64.31.0";"Attività dei fondi di investimento del mercato monetario e del mercato non monetario";"Categoria"
"64.31.00";"Attività dei fondi di investimento del mercato monetario e del mercato non monetario";"Sottocategoria"
"64.32";"Attività di conti fiduciari, per la gestione dell'eredità e di agenzia";"Classe"
"64.32.0";"Attività di conti fiduciari, per la gestione dell'eredità e di agenzia";"Categoria"
"64.32.00";"Attività di conti fiduciari, per la gestione dell'eredità e di agenzia";"Sottocategoria"
"64.9";"Altre attività di servizi finanziari, ad esclusione di assicurazioni e fondi pensione";"Gruppo"
"64.91";"Leasing finanziario";"Classe"
"64.91.0";"Leasing finanziario";"Categoria"
"64.91.00";"Leasing finanziario";"Sottocategoria"
"64.92";"Altre attività creditizie";"Classe"
"64.92.1";"Attività di factoring";"Categoria"
"64.92.10";"Attività di factoring";"Sottocategoria"
"64.92.9";"Altre attività di concessione del credito n.c.a.";"Categoria"
"64.92.91";"Altre attività di concessione del credito fornite dai consorzi di garanzia collettiva fidi";"Sottocategoria"
"64.92.99";"Altre attività varie di concessione del credito n.c.a.";"Sottocategoria"
"64.99";"Altre attività di servizi finanziari, ad esclusione di assicurazioni e fondi pensione n.c.a.";"Classe"
"64.99.0";"Altre attività di servizi finanziari, ad esclusione di assicurazioni e fondi pensione n.c.a.";"Categoria"
"64.99.00";"Altre attività di servizi finanziari, ad esclusione di assicurazioni e fondi pensione n.c.a.";"Sottocategoria"
"65";"Assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie";"Divisione"
"65.1";"Assicurazioni";"Gruppo"
"65.11";"Assicurazioni sulla vita";"Classe"
"65.11.0";"Assicurazioni sulla vita";"Categoria"
"65.11.00";"Assicurazioni sulla vita";"Sottocategoria"
"65.12";"Assicurazioni diverse da quelle sulla vita";"Classe"
"65.12.0";"Assicurazioni diverse da quelle sulla vita";"Categoria"
"65.12.00";"Assicurazioni diverse da quelle sulla vita";"Sottocategoria"
"65.2";"Riassicurazioni";"Gruppo"
"65.20";"Riassicurazioni";"Classe"
"65.20.0";"Riassicurazioni";"Categoria"
"65.20.00";"Riassicurazioni";"Sottocategoria"
"65.3";"Fondi pensione";"Gruppo"
"65.30";"Fondi pensione";"Classe"
"65.30.0";"Fondi pensione";"Categoria"
"65.30.00";"Fondi pensione";"Sottocategoria"
"66";"Attività ausiliarie dei servizi finanziari e delle attività assicurative";"Divisione"
"66.1";"Attività ausiliarie dei servizi finanziari, escluse le assicurazioni e i fondi pensione";"Gruppo"
"66.11";"Amministrazione di mercati finanziari";"Classe"
"66.11.0";"Amministrazione di mercati finanziari";"Categoria"
"66.11.00";"Amministrazione di mercati finanziari";"Sottocategoria"
"66.12";"Attività di negoziazione di contratti relativi a titoli e merci";"Classe"
"66.12.0";"Attività di negoziazione di contratti relativi a titoli e merci";"Categoria"
"66.12.00";"Attività di negoziazione di contratti relativi a titoli e merci";"Sottocategoria"
"66.19";"Altre attività ausiliarie dei servizi finanziari, escluse le assicurazioni e i fondi pensione";"Classe"
"66.19.1";"Attività di elaborazione e liquidazione delle transazioni finanziarie tramite carta di credito";"Categoria"
"66.19.10";"Attività di elaborazione e liquidazione delle transazioni finanziarie tramite carta di credito";"Sottocategoria"
"66.19.2";"Attività di consulenza finanziaria";"Categoria"
"66.19.21";"Attività di consulenza finanziaria fornite da consulenti finanziari abilitati all'offerta fuori sede";"Sottocategoria"
"66.19.22";"Altre attività di consulenza finanziaria";"Sottocategoria"
"66.19.9";"Altre attività ausiliarie dei servizi finanziari n.c.a., escluse assicurazioni e fondi pensione";"Categoria"
"66.19.90";"Altre attività ausiliarie dei servizi finanziari n.c.a., escluse assicurazioni e fondi pensione";"Sottocategoria"
"66.2";"Attività ausiliarie delle assicurazioni e dei fondi pensione";"Gruppo"
"66.21";"Valutazione dei rischi e dei danni";"Classe"
"66.21.0";"Valutazione dei rischi e dei danni";"Categoria"
"66.21.00";"Valutazione dei rischi e dei danni";"Sottocategoria"
"66.22";"Attività di agenti e intermediari delle assicurazioni";"Classe"
"66.22.0";"Attività di agenti e intermediari delle assicurazioni";"Categoria"
"66.22.00";"Attività di agenti e intermediari delle assicurazioni";"Sottocategoria"
"66.29";"Attività ausiliarie delle assicurazioni e dei fondi pensione n.c.a.";"Classe"
"66.29.0";"Attività ausiliarie delle assicurazioni e dei fondi pensione n.c.a.";"Categoria"
"66.29.01";"Attività di vigilanza su assicurazioni e fondi pensione";"Sottocategoria"
"66.29.09";"Altre attività ausiliarie delle assicurazioni e dei fondi pensione n.c.a.";"Sottocategoria"
"66.3";"Attività di gestione di fondi";"Gruppo"
"66.30";"Attività di gestione di fondi";"Classe"
"66.30.0";"Attività di gestione di fondi";"Categoria"
"66.30.01";"Gestione di organismi di investimento collettivo del risparmio, fondi pensione e portafogli";"Sottocategoria"
"66.30.02";"Servizi di gestione di trust";"Sottocategoria"
"66.30.03";"Servizi fiduciari e di custodia";"Sottocategoria"
"M";"ATTIVITÀ IMMOBILIARI";"Sezione"
"68";"Attività immobiliari";"Divisione"
"68.1";"Attività immobiliari su beni propri e sviluppo di progetti immobiliari";"Gruppo"
"68.11";"Compravendita di beni immobili effettuata su beni propri";"Classe"
"68.11.0";"Compravendita di beni immobili effettuata su beni propri";"Categoria"
"68.11.00";"Compravendita di beni immobili effettuata su beni propri";"Sottocategoria"
"68.12";"Sviluppo di progetti immobiliari";"Classe"
"68.12.0";"Sviluppo di progetti immobiliari";"Categoria"
"68.12.00";"Sviluppo di progetti immobiliari";"Sottocategoria"
"68.2";"Affitto e gestione di beni immobili propri o in locazione";"Gruppo"
"68.20";"Affitto e gestione di beni immobili propri o in locazione";"Classe"
"68.20.0";"Affitto e gestione di beni immobili propri o in locazione";"Categoria"
"68.20.01";"Affitto e gestione di terreni per telecomunicazioni propri o in locazione";"Sottocategoria"
"68.20.02";"Affitto e gestione di altri terreni ed edifici non residenziali, impianti e fabbriche propri o in locazione";"Sottocategoria"
"68.20.09";"Affitto e gestione di beni immobili propri o in locazione n.c.a.";"Sottocategoria"
"68.3";"Attività immobiliari per conto terzi";"Gruppo"
"68.31";"Attività di servizi di intermediazione per attività immobiliari";"Classe"
"68.31.0";"Attività di servizi di intermediazione per attività immobiliari";"Categoria"
"68.31.00";"Attività di servizi di intermediazione per attività immobiliari";"Sottocategoria"
"68.32";"Altre attività immobiliari per conto terzi";"Classe"
"68.32.0";"Altre attività immobiliari per conto terzi";"Categoria"
"68.32.01";"Gestione di beni immobili per conto terzi";"Sottocategoria"
"68.32.09";"Altre attività immobiliari per conto terzi n.c.a.";"Sottocategoria"
"N";"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE";"Sezione"
"69";"Attività legali e di contabilità";"Divisione"
"69.1";"Attività legali, giuridiche e notarili";"Gruppo"
"69.10";"Attività legali, giuridiche e notarili";"Classe"
"69.10.1";"Attività legali e giuridiche";"Categoria"
"69.10.10";"Attività legali e giuridiche";"Sottocategoria"
"69.10.2";"Attività notarili";"Categoria"
"69.10.20";"Attività notarili";"Sottocategoria"
"69.10.3";"Attività di supporto alle attività legali, giuridiche e notarili";"Categoria"
"69.10.30";"Attività di supporto alle attività legali, giuridiche e notarili";"Sottocategoria"
"69.2";"Attività di contabilità, controllo e revisione contabile; consulenza fiscale";"Gruppo"
"69.20";"Attività di contabilità, controllo e revisione contabile; consulenza fiscale";"Classe"
"69.20.0";"Attività di contabilità, controllo e revisione contabile; consulenza fiscale";"Categoria"
"69.20.01";"Attività di commercialisti";"Sottocategoria"
"69.20.02";"Attività di revisori legali in ambito contabile";"Sottocategoria"
"69.20.03";"Attività di esperti contabili";"Sottocategoria"
"69.20.04";"Attività di consulenti del lavoro";"Sottocategoria"
"69.20.05";"Attività di altri soggetti simili in materia di contabilità delle retribuzioni e buste paga";"Sottocategoria"
"69.20.06";"Attività di altri consulenti, periti e altri soggetti simili in ambito tributario e contabile";"Sottocategoria"
"69.20.07";"Attività di centri di assistenza fiscale";"Sottocategoria"
"70";"Attività di sedi centrali e consulenza gestionale";"Divisione"
"70.1";"Attività di sedi centrali";"Gruppo"
"70.10";"Attività di sedi centrali";"Classe"
"70.10.0";"Attività di sedi centrali";"Categoria"
"70.10.00";"Attività di sedi centrali";"Sottocategoria"
"70.2";"Consulenza imprenditoriale e altre attività di consulenza gestionale";"Gruppo"
"70.20";"Consulenza imprenditoriale e altre attività di consulenza gestionale";"Classe"
"70.20.0";"Consulenza imprenditoriale e altre attività di consulenza gestionale";"Categoria"
"70.20.01";"Attività di consulenza in materia di logistica";"Sottocategoria"
"70.20.02";"Attività di certificazione di processi";"Sottocategoria"
"70.20.09";"Consulenza imprenditoriale e altre attività di consulenza gestionale n.c.a.";"Sottocategoria"
"71";"Attività di architettura e ingegneria; collaudi e analisi tecniche";"Divisione"
"71.1";"Attività di architettura, di ingegneria e altre consulenze tecniche connesse";"Gruppo"
"71.11";"Attività di architettura";"Classe"
"71.11.0";"Attività di architettura";"Categoria"
"71.11.01";"Progettazione, pianificazione e supervisione di scavi archeologici";"Sottocategoria"
"71.11.09";"Attività di architettura n.c.a.";"Sottocategoria"
"71.12";"Attività di ingegneria e altre consulenze tecniche connesse";"Classe"
"71.12.1";"Attività di ingegneria";"Categoria"
"71.12.10";"Attività di ingegneria";"Sottocategoria"
"71.12.2";"Gestione di progetti relativi a opere di ingegneria integrata";"Categoria"
"71.12.20";"Gestione di progetti relativi a opere di ingegneria integrata";"Sottocategoria"
"71.12.3";"Elaborazione e supervisione di progetti da parte di geometri";"Categoria"
"71.12.30";"Elaborazione e supervisione di progetti da parte di geometri";"Sottocategoria"
"71.12.4";"Attività di cartografia e aerofotogrammetria";"Categoria"
"71.12.40";"Attività di cartografia e aerofotogrammetria";"Sottocategoria"
"71.12.5";"Attività di geologia, di prospezione geognostica e mineraria";"Categoria"
"71.12.50";"Attività di geologia, di prospezione geognostica e mineraria";"Sottocategoria"
"71.2";"Collaudi e analisi tecniche";"Gruppo"
"71.20";"Collaudi e analisi tecniche";"Classe"
"71.20.1";"Collaudi e analisi tecniche di prodotti";"Categoria"
"71.20.11";"Collaudi e analisi tecniche per indagini archeologiche";"Sottocategoria"
"71.20.19";"Altri collaudi e analisi tecniche di prodotti";"Sottocategoria"
"71.20.2";"Attività di controllo di qualità e certificazione di prodotti";"Categoria"
"71.20.21";"Attività di riconoscimento dell'origine dei prodotti";"Sottocategoria"
"71.20.22";"Revisione periodica a norma di legge dell'idoneità alla circolazione di autoveicoli e motocicli";"Sottocategoria"
"71.20.29";"Altre attività di controllo di qualità e certificazione di prodotti";"Sottocategoria"
"72";"Ricerca scientifica e sviluppo";"Divisione"
"72.1";"Ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria";"Gruppo"
"72.10";"Ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria";"Classe"
"72.10.1";"Ricerca e sviluppo sperimentale nel campo delle biotecnologie";"Categoria"
"72.10.10";"Ricerca e sviluppo sperimentale nel campo delle biotecnologie";"Sottocategoria"
"72.10.2";"Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria";"Categoria"
"72.10.21";"Ricerca e sviluppo sperimentale nel campo della geologia";"Sottocategoria"
"72.10.22";"Ricerca e sviluppo sperimentale nel campo della diagnostica per la conservazione dei beni culturali";"Sottocategoria"
"72.10.29";"Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria n.c.a.";"Sottocategoria"
"72.2";"Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche";"Gruppo"
"72.20";"Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche";"Classe"
"72.20.0";"Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche";"Categoria"
"72.20.01";"Ricerca e sviluppo sperimentale nel campo dell'archeologia";"Sottocategoria"
"72.20.09";"Ricerca e sviluppo sperimentale nel campo delle altre scienze sociali e umanistiche";"Sottocategoria"
"73";"Attività di pubblicità, ricerche di mercato e pubbliche relazioni";"Divisione"
"73.1";"Pubblicità";"Gruppo"
"73.11";"Attività di agenzie pubblicitarie";"Classe"
"73.11.0";"Attività di agenzie pubblicitarie";"Categoria"
"73.11.01";"Ideazione di campagne pubblicitarie";"Sottocategoria"
"73.11.02";"Conduzione di campagne di marketing e altri servizi pubblicitari";"Sottocategoria"
"73.11.03";"Attività di influencer marketing";"Sottocategoria"
"73.12";"Attività di concessionarie pubblicitarie";"Classe"
"73.12.0";"Attività di concessionarie pubblicitarie";"Categoria"
"73.12.00";"Attività di concessionarie pubblicitarie";"Sottocategoria"
"73.2";"Ricerche di mercato e sondaggi di opinione";"Gruppo"
"73.20";"Ricerche di mercato e sondaggi di opinione";"Classe"
"73.20.0";"Ricerche di mercato e sondaggi di opinione";"Categoria"
"73.20.00";"Ricerche di mercato e sondaggi di opinione";"Sottocategoria"
"73.3";"Pubbliche relazioni e comunicazione";"Gruppo"
"73.30";"Pubbliche relazioni e comunicazione";"Classe"
"73.30.0";"Pubbliche relazioni e comunicazione";"Categoria"
"73.30.01";"Attività di rappresentanza di interessi";"Sottocategoria"
"73.30.02";"Attività di informazione scientifica inerente prodotti farmaceutici e articoli medicali per scopi promozionali";"Sottocategoria"
"73.30.03";"Attività di promozione di altri prodotti";"Sottocategoria"
"73.30.09";"Pubbliche relazioni e comunicazione n.c.a.";"Sottocategoria"
"74";"Altre attività professionali, scientifiche e tecniche";"Divisione"
"74.1";"Attività di progettazione specializzata";"Gruppo"
"74.11";"Attività di progettazione di prodotti industriali e di moda";"Classe"
"74.11.1";"Attività di progettazione di prodotti industriali";"Categoria"
"74.11.10";"Attività di progettazione di prodotti industriali";"Sottocategoria"
"74.11.2";"Attività di progettazione di moda";"Categoria"
"74.11.20";"Attività di progettazione di moda";"Sottocategoria"
"74.12";"Attività di progettazione grafica e di comunicazione visiva";"Classe"
"74.12.0";"Attività di progettazione grafica e di comunicazione visiva";"Categoria"
"74.12.01";"Grafica di pagine web";"Sottocategoria"
"74.12.09";"Altre attività di progettazione grafica e di comunicazione visiva";"Sottocategoria"
"74.13";"Attività di progettazione di interni";"Classe"
"74.13.0";"Attività di progettazione di interni";"Categoria"
"74.13.00";"Attività di progettazione di interni";"Sottocategoria"
"74.14";"Altre attività di progettazione specializzata";"Classe"
"74.14.0";"Altre attività di progettazione specializzata";"Categoria"
"74.14.01";"Attività di progettazione specializzata fornite da disegnatori tecnici";"Sottocategoria"
"74.14.09";"Altre attività di progettazione specializzata n.c.a.";"Sottocategoria"
"74.2";"Attività fotografiche";"Gruppo"
"74.20";"Attività fotografiche";"Classe"
"74.20.1";"Attività fotografiche specializzate";"Categoria"
"74.20.11";"Attività fotografiche fornite da fotoreporter";"Sottocategoria"
"74.20.12";"Attività fotografiche aeree e subacquee";"Sottocategoria"
"74.20.19";"Altre attività fotografiche specializzate";"Sottocategoria"
"74.20.2";"Attività di sviluppo e stampa e altre attività fotografiche";"Categoria"
"74.20.20";"Attività di sviluppo e stampa e altre attività fotografiche";"Sottocategoria"
"74.3";"Attività di traduzione e interpretariato";"Gruppo"
"74.30";"Attività di traduzione e interpretariato";"Classe"
"74.30.0";"Attività di traduzione e interpretariato";"Categoria"
"74.30.00";"Attività di traduzione e interpretariato";"Sottocategoria"
"74.9";"Altre attività professionali, scientifiche e tecniche n.c.a.";"Gruppo"
"74.91";"Attività di servizi di intermediazione e marketing di brevetti";"Classe"
"74.91.0";"Attività di servizi di intermediazione e marketing di brevetti";"Categoria"
"74.91.00";"Attività di servizi di intermediazione e marketing di brevetti";"Sottocategoria"
"74.99";"Tutte le altre attività professionali, scientifiche e tecniche n.c.a.";"Classe"
"74.99.1";"Attività di consulenza agraria";"Categoria"
"74.99.11";"Attività di consulenza agraria fornite da agronomi";"Sottocategoria"
"74.99.12";"Attività di consulenza agraria fornite da agrotecnici";"Sottocategoria"
"74.99.13";"Attività di consulenza agraria fornite da periti agrari";"Sottocategoria"
"74.99.14";"Attività di consulenza agraria fornite da altri economisti specializzati in agricoltura";"Sottocategoria"
"74.99.15";"Attività di consulenza agraria viticolo enologica fornite da enologi";"Sottocategoria"
"74.99.16";"Attività di consulenza agraria viticolo enologica fornite da enotecnici";"Sottocategoria"
"74.99.19";"Altre attività di consulenza agraria n.c.a.";"Sottocategoria"
"74.99.2";"Attività di consulenza in materia di sicurezza";"Categoria"
"74.99.21";"Attività di consulenza in materia di sicurezza e salute dei posti di lavoro";"Sottocategoria"
"74.99.29";"Altre attività di consulenza in materia di sicurezza";"Sottocategoria"
"74.99.3";"Attività di consulenza ambientale e di risparmio energetico";"Categoria"
"74.99.31";"Attività di consulenza in materia di prevenzione e riduzione dell'inquinamento e di gestione dei rifiuti";"Sottocategoria"
"74.99.32";"Attività di consulenza in materia di gestione delle risorse energetiche, energie rinnovabili ed efficienza energetica";"Sottocategoria"
"74.99.33";"Attività di consulenza in materia di gestione delle risorse idriche, minerali e altre risorse naturali per usi differenti da quelli energetici";"Sottocategoria"
"74.99.4";"Attività di consulenza in enogastronomia";"Categoria"
"74.99.41";"Attività di consulenza fornite da enotecari e sommelier";"Sottocategoria"
"74.99.42";"Attività di consulenza in gastronomia";"Sottocategoria"
"74.99.9";"Altre attività varie professionali, scientifiche e tecniche n.c.a.";"Categoria"
"74.99.91";"Attività tecniche svolte da periti industriali";"Sottocategoria"
"74.99.92";"Attività di previsione meteorologica";"Sottocategoria"
"74.99.93";"Attività di agenzie, agenti e procuratori per lo spettacolo e lo sport";"Sottocategoria"
"74.99.94";"Attività di consulenza tecnica in ambito grafologico";"Sottocategoria"
"74.99.99";"Tutte le altre attività varie professionali, scientifiche e tecniche n.c.a.";"Sottocategoria"
"75";"Servizi veterinari";"Divisione"
"75.0";"Servizi veterinari";"Gruppo"
"75.00";"Servizi veterinari";"Classe"
"75.00.0";"Servizi veterinari";"Categoria"
"75.00.00";"Servizi veterinari";"Sottocategoria"
"O";"ATTIVITÀ AMMINISTRATIVE E DI SERVIZI DI SUPPORTO";"Sezione"
"77";"Attività di noleggio e leasing operativo";"Divisione"
"77.1";"Noleggio e leasing operativo di autoveicoli";"Gruppo"
"77.11";"Noleggio e leasing operativo di automobili e autoveicoli leggeri";"Classe"
"77.11.0";"Noleggio e leasing operativo di automobili e autoveicoli leggeri";"Categoria"
"77.11.00";"Noleggio e leasing operativo di automobili e autoveicoli leggeri";"Sottocategoria"
"77.12";"Noleggio e leasing operativo di autocarri";"Classe"
"77.12.0";"Noleggio e leasing operativo di autocarri";"Categoria"
"77.12.00";"Noleggio e leasing operativo di autocarri";"Sottocategoria"
"77.2";"Noleggio e leasing operativo di beni per uso personale e per la casa";"Gruppo"
"77.21";"Noleggio e leasing operativo di attrezzature e articoli sportivi e ricreativi";"Classe"
"77.21.0";"Noleggio e leasing operativo di attrezzature e articoli sportivi e ricreativi";"Categoria"
"77.21.01";"Noleggio e leasing operativo di biciclette";"Sottocategoria"
"77.21.02";"Noleggio e leasing operativo di imbarcazioni da diporto senza operatore";"Sottocategoria"
"77.21.09";"Noleggio e leasing operativo di altre attrezzature e articoli sportivi e ricreativi";"Sottocategoria"
"77.22";"Noleggio e leasing operativo di altri beni per uso personale e per la casa";"Classe"
"77.22.1";"Noleggio e leasing operativo di tessili, articoli di abbigliamento e calzature";"Categoria"
"77.22.10";"Noleggio e leasing operativo di tessili, articoli di abbigliamento e calzature";"Sottocategoria"
"77.22.9";"Noleggio e leasing operativo di altri beni per uso personale e per la casa n.c.a.";"Categoria"
"77.22.90";"Noleggio e leasing operativo di altri beni per uso personale e per la casa n.c.a.";"Sottocategoria"
"77.3";"Noleggio e leasing operativo di altre macchine, attrezzature e beni materiali";"Gruppo"
"77.31";"Noleggio e leasing operativo di macchine e attrezzature agricole";"Classe"
"77.31.0";"Noleggio e leasing operativo di macchine e attrezzature agricole";"Categoria"
"77.31.00";"Noleggio e leasing operativo di macchine e attrezzature agricole";"Sottocategoria"
"77.32";"Noleggio e leasing operativo di macchine e attrezzature per lavori edili e di ingegneria civile";"Classe"
"77.32.0";"Noleggio e leasing operativo di macchine e attrezzature per lavori edili e di ingegneria civile";"Categoria"
"77.32.00";"Noleggio e leasing operativo di macchine e attrezzature per lavori edili e di ingegneria civile";"Sottocategoria"
"77.33";"Noleggio e leasing operativo di macchine, attrezzature e computer per ufficio";"Classe"
"77.33.0";"Noleggio e leasing operativo di macchine, attrezzature e computer per ufficio";"Categoria"
"77.33.00";"Noleggio e leasing operativo di macchine, attrezzature e computer per ufficio";"Sottocategoria"
"77.34";"Noleggio e leasing operativo di mezzi di trasporto marittimi, fluviali e lacustri";"Classe"
"77.34.0";"Noleggio e leasing operativo di mezzi di trasporto marittimi, fluviali e lacustri";"Categoria"
"77.34.00";"Noleggio e leasing operativo di mezzi di trasporto marittimi, fluviali e lacustri";"Sottocategoria"
"77.35";"Noleggio e leasing operativo di mezzi di trasporto aereo";"Classe"
"77.35.0";"Noleggio e leasing operativo di mezzi di trasporto aereo";"Categoria"
"77.35.00";"Noleggio e leasing operativo di mezzi di trasporto aereo";"Sottocategoria"
"77.39";"Noleggio e leasing operativo di altre macchine, attrezzature e beni materiali n.c.a.";"Classe"
"77.39.1";"Noleggio e leasing operativo di altri mezzi di trasporto terrestre";"Categoria"
"77.39.10";"Noleggio e leasing operativo di altri mezzi di trasporto terrestre";"Sottocategoria"
"77.39.9";"Noleggio e leasing operativo di altre macchine, attrezzature e beni materiali n.c.a., esclusi altri mezzi di trasporto terrestre";"Categoria"
"77.39.91";"Noleggio e leasing operativo di apparecchi di sollevamento e movimentazione merci";"Sottocategoria"
"77.39.92";"Noleggio e leasing operativo di strutture e attrezzature per manifestazioni e spettacoli";"Sottocategoria"
"77.39.99";"Noleggio e leasing operativo di altre macchine, attrezzature e beni materiali vari n.c.a.";"Sottocategoria"
"77.4";"Concessione dei diritti di sfruttamento di proprietà intellettuale, escluse le opere soggette a diritto d'autore";"Gruppo"
"77.40";"Concessione dei diritti di sfruttamento di proprietà intellettuale, escluse le opere soggette a diritto d'autore";"Classe"
"77.40.0";"Concessione dei diritti di sfruttamento di proprietà intellettuale, escluse le opere soggette a diritto d'autore";"Categoria"
"77.40.00";"Concessione dei diritti di sfruttamento di proprietà intellettuale, escluse le opere soggette a diritto d'autore";"Sottocategoria"
"77.5";"Attività di servizi di intermediazione per il noleggio e il leasing operativo di beni materiali e beni immateriali non finanziari";"Gruppo"
"77.51";"Attività di servizi di intermediazione per il noleggio e il leasing operativo di automobili, autocaravan e rimorchi";"Classe"
"77.51.0";"Attività di servizi di intermediazione per il noleggio e il leasing operativo di automobili, autocaravan e rimorchi";"Categoria"
"77.51.00";"Attività di servizi di intermediazione per il noleggio e il leasing operativo di automobili, autocaravan e rimorchi";"Sottocategoria"
"77.52";"Attività di servizi di intermediazione per il noleggio e il leasing operativo di altri beni materiali e beni immateriali non finanziari";"Classe"
"77.52.0";"Attività di servizi di intermediazione per il noleggio e il leasing operativo di altri beni materiali e beni immateriali non finanziari";"Categoria"
"77.52.00";"Attività di servizi di intermediazione per il noleggio e il leasing operativo di altri beni materiali e beni immateriali non finanziari";"Sottocategoria"
"78";"Attività di ricerca, selezione, fornitura di risorse umane";"Divisione"
"78.1";"Attività di agenzie di collocamento";"Gruppo"
"78.10";"Attività di agenzie di collocamento";"Classe"
"78.10.0";"Attività di agenzie di collocamento";"Categoria"
"78.10.00";"Attività di agenzie di collocamento";"Sottocategoria"
"78.2";"Attività di agenzie di lavoro interinale e altre attività di fornitura di risorse umane";"Gruppo"
"78.20";"Attività di agenzie di lavoro interinale e altre attività di fornitura di risorse umane";"Classe"
"78.20.0";"Attività di agenzie di lavoro interinale e altre attività di fornitura di risorse umane";"Categoria"
"78.20.00";"Attività di agenzie di lavoro interinale e altre attività di fornitura di risorse umane";"Sottocategoria"
"79";"Attività di agenzie di viaggio, tour operator e altri servizi di prenotazione e attività connesse";"Divisione"
"79.1";"Attività di agenzie di viaggio e tour operator";"Gruppo"
"79.11";"Attività di agenzie di viaggio";"Classe"
"79.11.0";"Attività di agenzie di viaggio";"Categoria"
"79.11.00";"Attività di agenzie di viaggio";"Sottocategoria"
"79.12";"Attività di tour operator";"Classe"
"79.12.0";"Attività di tour operator";"Categoria"
"79.12.00";"Attività di tour operator";"Sottocategoria"
"79.9";"Altri servizi di prenotazione e attività connesse";"Gruppo"
"79.90";"Altri servizi di prenotazione e attività connesse";"Classe"
"79.90.0";"Altri servizi di prenotazione e attività connesse";"Categoria"
"79.90.01";"Servizi di guida turistica";"Sottocategoria"
"79.90.02";"Servizi di accompagnamento in ambiente naturale";"Sottocategoria"
"79.90.03";"Altri servizi di accompagnamento turistico";"Sottocategoria"
"79.90.04";"Altre attività di assistenza turistica";"Sottocategoria"
"80";"Attività di investigazione e vigilanza";"Divisione"
"80.0";"Attività di investigazione e vigilanza";"Gruppo"
"80.01";"Attività di investigazione e vigilanza privata";"Classe"
"80.01.1";"Attività di investigazione";"Categoria"
"80.01.11";"Attività di investigazione in ambito privato";"Sottocategoria"
"80.01.12";"Attività di investigazione in ambito aziendale e commerciale";"Sottocategoria"
"80.01.13";"Attività di investigazione in ambito assicurativo";"Sottocategoria"
"80.01.14";"Attività di investigazione in ambito legale";"Sottocategoria"
"80.01.2";"Attività di vigilanza privata";"Categoria"
"80.01.21";"Attività di vigilanza privata non armata";"Sottocategoria"
"80.01.29";"Altre attività di vigilanza privata";"Sottocategoria"
"80.09";"Attività di vigilanza n.c.a.";"Classe"
"80.09.0";"Attività di vigilanza n.c.a.";"Categoria"
"80.09.00";"Attività di vigilanza n.c.a.";"Sottocategoria"
"81";"Attività di servizi per edifici e per la cura del paesaggio";"Divisione"
"81.1";"Attività di servizi integrati agli edifici";"Gruppo"
"81.10";"Attività di servizi integrati agli edifici";"Classe"
"81.10.0";"Attività di servizi integrati agli edifici";"Categoria"
"81.10.00";"Attività di servizi integrati agli edifici";"Sottocategoria"
"81.2";"Attività di pulizia";"Gruppo"
"81.21";"Attività di pulizia generale di edifici";"Classe"
"81.21.0";"Attività di pulizia generale di edifici";"Categoria"
"81.21.00";"Attività di pulizia generale di edifici";"Sottocategoria"
"81.22";"Altre attività di pulizia di edifici e pulizia industriale";"Classe"
"81.22.0";"Altre attività di pulizia di edifici e pulizia industriale";"Categoria"
"81.22.01";"Attività di sterilizzazione di attrezzature mediche";"Sottocategoria"
"81.22.09";"Altre attività di pulizia di edifici e pulizia industriale n.c.a.";"Sottocategoria"
"81.23";"Altre attività di pulizia";"Classe"
"81.23.1";"Attività di sanificazione, disinfezione e disinfestazione";"Categoria"
"81.23.10";"Attività di sanificazione, disinfezione e disinfestazione";"Sottocategoria"
"81.23.9";"Altre attività di pulizia n.c.a.";"Categoria"
"81.23.91";"Pulitura delle strade e rimozione di neve e ghiaccio";"Sottocategoria"
"81.23.99";"Altre attività di pulizia varie n.c.a.";"Sottocategoria"
"81.3";"Attività di servizi per la cura del paesaggio";"Gruppo"
"81.30";"Attività di servizi per la cura del paesaggio";"Classe"
"81.30.0";"Attività di servizi per la cura del paesaggio";"Categoria"
"81.30.00";"Attività di servizi per la cura del paesaggio";"Sottocategoria"
"82";"Attività amministrative, di supporto per le funzioni di ufficio e altri servizi di supporto alle imprese";"Divisione"
